Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
2021,Overall,Delaware,All,"American Indian/Alaska Native",All,All,All,All,65,65.083333333,28,0.4308
2021,Overall,"District Of Columbia",All,"American Indian/Alaska Native",All,All,All,All,13,17.166666667,"",""
2021,Overall,Florida,All,"American Indian/Alaska Native",All,All,All,All,1369,1407.75,448,0.3272
2021,Overall,Georgia,All,"American Indian/Alaska Native",All,All,All,All,405,404.08333333,135,0.3333
2021,Overall,Hawaii,All,"American Indian/Alaska Native",All,All,All,All,103,118,48,0.466
2021,Overall,Idaho,All,"American Indian/Alaska Native",All,All,All,All,1471,1537.3333333,387,0.2631
2021,Overall,Illinois,All,"American Indian/Alaska Native",All,All,All,All,467,488.83333333,199,0.4261
2021,Overall,Indiana,All,"American Indian/Alaska Native",All,All,All,All,304,309.5,117,0.3849
2021,Overall,Iowa,All,"American Indian/Alaska Native",All,All,All,All,461,470.66666667,123,0.2668
2021,Overall,Kansas,All,"American Indian/Alaska Native",All,All,All,All,1680,1694.4166667,409,0.2435
2021,Overall,Kentucky,All,"American Indian/Alaska Native",All,All,All,All,167,174.83333333,61,0.3653
2021,Overall,Louisiana,All,"American Indian/Alaska Native",All,All,All,All,390,406.83333333,107,0.2744
2021,Overall,Maine,All,"American Indian/Alaska Native",All,All,All,All,560,594.91666667,212,0.3786
2021,Overall,Maryland,All,"American Indian/Alaska Native",All,All,All,All,363,387.91666667,181,0.4986
2021,Overall,Massachusetts,All,"American Indian/Alaska Native",All,All,All,All,474,498.75,276,0.5823
2021,Overall,Michigan,All,"American Indian/Alaska Native",All,All,All,All,3318,3421.9166667,1266,0.3816
2021,Overall,Minnesota,All,"American Indian/Alaska Native",All,All,All,All,3983,3993.4166667,1722,0.4323
2021,Overall,Mississippi,All,"American Indian/Alaska Native",All,All,All,All,574,567.41666667,142,0.2474
2021,Overall,Missouri,All,"American Indian/Alaska Native",All,All,All,All,879,880.91666667,263,0.2992
2021,Overall,Montana,All,"American Indian/Alaska Native",All,All,All,All,5375,5595.3333333,1169,0.2175
2021,Overall,Nebraska,All,"American Indian/Alaska Native",All,All,All,All,1031,1027.3333333,291,0.2823
2021,Overall,Nevada,All,"American Indian/Alaska Native",All,All,All,All,1963,2101.1666667,682,0.3474
2021,Overall,"New Hampshire",All,"American Indian/Alaska Native",All,All,All,All,88,100.58333333,46,0.5227
2021,Overall,"New Jersey",All,"American Indian/Alaska Native",All,All,All,All,300,303.41666667,142,0.4733
2021,Overall,"New Mexico",All,"American Indian/Alaska Native",All,All,All,All,14239,14350.333333,6219,0.4368
2021,Overall,"New York",All,"American Indian/Alaska Native",All,All,All,All,2418,2518.25,964,0.3987
2021,Overall,"North Carolina",All,"American Indian/Alaska Native",All,All,All,All,4550,4360.3333333,1408,0.3095
2021,Overall,"North Dakota",All,"American Indian/Alaska Native",All,All,All,All,2924,2996,633,0.2165
2021,Overall,Ohio,All,"American Indian/Alaska Native",All,All,All,All,340,360,134,0.3941
2021,Overall,Oklahoma,All,"American Indian/Alaska Native",All,All,All,All,33798,33550.833333,13450,0.398
2021,Overall,Oregon,All,"American Indian/Alaska Native",All,All,All,All,3586,3773.5833333,1577,0.4398
2021,Overall,Pennsylvania,All,"American Indian/Alaska Native",All,All,All,All,297,315,130,0.4377
2021,Overall,"Rhode Island",All,"American Indian/Alaska Native",All,All,All,All,115,118.16666667,56,0.487
2021,Overall,"South Carolina",All,"American Indian/Alaska Native",All,All,All,All,339,346.25,137,0.4041
2021,Overall,"South Dakota",All,"American Indian/Alaska Native",All,All,All,All,5366,5549,1466,0.2732
2021,Overall,Tennessee,All,"American Indian/Alaska Native",All,All,All,All,335,367.25,88,0.2627
2021,Overall,Texas,All,"American Indian/Alaska Native",All,All,All,All,3037,3096.4166667,1238,0.4076
2021,Overall,Utah,All,"American Indian/Alaska Native",All,All,All,All,1621,1681.75,734,0.4528
2021,Overall,Vermont,All,"American Indian/Alaska Native",All,All,All,All,49,50.833333333,28,0.5714
2021,Overall,Virginia,All,"American Indian/Alaska Native",All,All,All,All,416,432,167,0.4014
2021,Overall,Washington,All,"American Indian/Alaska Native",All,All,All,All,7215,7665.9166667,2623,0.3635
2021,Overall,"West Virginia",All,"American Indian/Alaska Native",All,All,All,All,73,78,36,0.4932
2021,Overall,Wisconsin,All,"American Indian/Alaska Native",All,All,All,All,3857,3896,1239,0.3212
2021,Overall,Wyoming,All,"American Indian/Alaska Native",All,All,All,All,1160,1205.1666667,489,0.4216
2021,Overall,Alabama,All,"Asian/Pacific Islander",All,All,All,All,2621,2867.75,512,0.1953
2021,Overall,Alaska,All,"Asian/Pacific Islander",All,All,All,All,3408,3915.3333333,927,0.272
2021,Overall,Arizona,All,"Asian/Pacific Islander",All,All,All,All,9993,10828.75,3656,0.3659
2021,Overall,Arkansas,All,"Asian/Pacific Islander",All,All,All,All,2232,2459.9166667,449,0.2012
2021,Overall,California,All,"Asian/Pacific Islander",All,All,All,All,326497,357937.58333,175669,0.538
2021,Overall,Colorado,All,"Asian/Pacific Islander",All,All,All,All,7208,7968.4166667,2034,0.2822
2021,Overall,Connecticut,All,"Asian/Pacific Islander",All,All,All,All,5833,6253.5,1945,0.3334
2021,Overall,Delaware,All,"Asian/Pacific Islander",All,All,All,All,2501,2654.5833333,1098,0.439
2021,Overall,"District Of Columbia",All,"Asian/Pacific Islander",All,All,All,All,1009,1129.5833333,392,0.3885
2021,Overall,Florida,All,"Asian/Pacific Islander",All,All,All,All,26703,28817.833333,7657,0.2867
2021,Overall,Georgia,All,"Asian/Pacific Islander",All,All,All,All,15239,16477.416667,4137,0.2715
2021,Overall,Hawaii,All,"Asian/Pacific Islander",All,All,All,All,48253,50956,21452,0.4446
2021,Overall,Idaho,All,"Asian/Pacific Islander",All,All,All,All,1397,1510.0833333,330,0.2362
2021,Overall,Illinois,All,"Asian/Pacific Islander",All,All,All,All,34491,36907.75,10018,0.2905
2021,Overall,Indiana,All,"Asian/Pacific Islander",All,All,All,All,4948,5273.5833333,1139,0.2302
2021,Overall,Iowa,All,"Asian/Pacific Islander",All,All,All,All,2468,2661.25,405,0.1641
2021,Overall,Kansas,All,"Asian/Pacific Islander",All,All,All,All,3454,3769.6666667,540,0.1563
2021,Overall,Kentucky,All,"Asian/Pacific Islander",All,All,All,All,2694,2963.25,572,0.2123
2021,Overall,Louisiana,All,"Asian/Pacific Islander",All,All,All,All,3608,3881.0833333,615,0.1705
2021,Overall,Maine,All,"Asian/Pacific Islander",All,All,All,All,976,1093.75,248,0.2541
2021,Overall,Maryland,All,"Asian/Pacific Islander",All,All,All,All,27323,29696.083333,11969,0.4381
2021,Overall,Massachusetts,All,"Asian/Pacific Islander",All,All,All,All,16772,18304.416667,7958,0.4745
2021,Overall,Michigan,All,"Asian/Pacific Islander",All,All,All,All,12815,13660.583333,4607,0.3595
2021,Overall,Minnesota,All,"Asian/Pacific Islander",All,All,All,All,6772,7496.25,2391,0.3531
2021,Overall,Mississippi,All,"Asian/Pacific Islander",All,All,All,All,1961,2106.5833333,319,0.1627
2021,Overall,Missouri,All,"Asian/Pacific Islander",All,All,All,All,4495,4912.5833333,832,0.1851
2021,Overall,Montana,All,"Asian/Pacific Islander",All,All,All,All,663,735.33333333,128,0.1931
2021,Overall,Nebraska,All,"Asian/Pacific Islander",All,All,All,All,1573,1702.0833333,197,0.1252
2021,Overall,Nevada,All,"Asian/Pacific Islander",All,All,All,All,13324,15001.583333,4609,0.3459
2021,Overall,"New Hampshire",All,"Asian/Pacific Islander",All,All,All,All,1338,1473.3333333,388,0.29
2021,Overall,"New Jersey",All,"Asian/Pacific Islander",All,All,All,All,42239,44798.5,16992,0.4023
2021,Overall,"New Mexico",All,"Asian/Pacific Islander",All,All,All,All,1797,1978.4166667,714,0.3973
2021,Overall,"New York",All,"Asian/Pacific Islander",All,All,All,All,65475,66280.833333,26988,0.4122
2021,Overall,"North Carolina",All,"Asian/Pacific Islander",All,All,All,All,11844,12901.333333,2825,0.2385
2021,Overall,"North Dakota",All,"Asian/Pacific Islander",All,All,All,All,391,431.25,57,0.1458
2021,Overall,Ohio,All,"Asian/Pacific Islander",All,All,All,All,9144,9582.1666667,2475,0.2707
2021,Overall,Oklahoma,All,"Asian/Pacific Islander",All,All,All,All,3982,4358.5,830,0.2084
2021,Overall,Oregon,All,"Asian/Pacific Islander",All,All,All,All,6132,6980.0833333,2181,0.3557
2021,Overall,Pennsylvania,All,"Asian/Pacific Islander",All,All,All,All,19351,20499.75,6773,0.35
2021,Overall,"Rhode Island",All,"Asian/Pacific Islander",All,All,All,All,1259,1422.6666667,464,0.3685
2021,Overall,"South Carolina",All,"Asian/Pacific Islander",All,All,All,All,4481,4774.6666667,978,0.2183
2021,Overall,"South Dakota",All,"Asian/Pacific Islander",All,All,All,All,544,607.66666667,81,0.1489
2021,Overall,Tennessee,All,"Asian/Pacific Islander",All,All,All,All,4789,5265.6666667,862,0.18
2021,Overall,Texas,All,"Asian/Pacific Islander",All,All,All,All,47714,51269.333333,16729,0.3506
2021,Overall,Utah,All,"Asian/Pacific Islander",All,All,All,All,3467,3772.4166667,737,0.2126
2021,Overall,Vermont,All,"Asian/Pacific Islander",All,All,All,All,643,698.5,219,0.3406
2021,Overall,Virginia,All,"Asian/Pacific Islander",All,All,All,All,26747,28713,9936,0.3715
2021,Overall,Washington,All,"Asian/Pacific Islander",All,All,All,All,26888,30451.833333,7979,0.2967
2021,Overall,"West Virginia",All,"Asian/Pacific Islander",All,All,All,All,806,880.75,195,0.2419
2021,Overall,Wisconsin,All,"Asian/Pacific Islander",All,All,All,All,6190,6712.8333333,1421,0.2296
2021,Overall,Wyoming,All,"Asian/Pacific Islander",All,All,All,All,392,433.58333333,66,0.1684
2021,Overall,Alabama,All,"Black/African American",All,All,All,All,75852,78749.666667,19480,0.2568
2021,Overall,Alaska,All,"Black/African American",All,All,All,All,2021,2391.5,816,0.4038
2021,Overall,Arizona,All,"Black/African American",All,All,All,All,14020,15167.666667,6471,0.4616
2021,Overall,Arkansas,All,"Black/African American",All,All,All,All,35001,36015.416667,10749,0.3071
2021,Overall,California,All,"Black/African American",All,All,All,All,132079,146771.33333,75811,0.574
2021,Overall,Colorado,All,"Black/African American",All,All,All,All,10510,11509.416667,3926,0.3735
2021,Overall,Connecticut,All,"Black/African American",All,All,All,All,17228,17296.333333,7705,0.4472
2021,Overall,Delaware,All,"Black/African American",All,All,All,All,20423,20664.666667,10357,0.5071
2021,Overall,"District Of Columbia",All,"Black/African American",All,All,All,All,29592,31280.833333,14414,0.4871
2021,Overall,Florida,All,"Black/African American",All,All,All,All,133392,138241.66667,42351,0.3175
2021,Overall,Georgia,All,"Black/African American",All,All,All,All,150647,156158,46175,0.3065
2021,Overall,Hawaii,All,"Black/African American",All,All,All,All,976,1227.5,404,0.4139
2021,Overall,Idaho,All,"Black/African American",All,All,All,All,485,526.41666667,139,0.2866
2021,Overall,Illinois,All,"Black/African American",All,All,All,All,118409,120715.33333,47722,0.403
2021,Overall,Indiana,All,"Black/African American",All,All,All,All,35564,35818.916667,13173,0.3704
2021,Overall,Iowa,All,"Black/African American",All,All,All,All,4958,5096.5,1423,0.287
2021,Overall,Kansas,All,"Black/African American",All,All,All,All,10837,11258.25,2828,0.261
2021,Overall,Kentucky,All,"Black/African American",All,All,All,All,21609,21949.25,6377,0.2951
2021,Overall,Louisiana,All,"Black/African American",All,All,All,All,93056,92386.833333,23597,0.2536
2021,Overall,Maine,All,"Black/African American",All,All,All,All,790,875.25,271,0.343
2021,Overall,Maryland,All,"Black/African American",All,All,All,All,171445,179615.66667,79094,0.4613
2021,Overall,Massachusetts,All,"Black/African American",All,All,All,All,33225,34376.666667,19206,0.5781
2021,Overall,Michigan,All,"Black/African American",All,All,All,All,88720,88574.916667,36952,0.4165
2021,Overall,Minnesota,All,"Black/African American",All,All,All,All,12721,13165.916667,6401,0.5032
2021,Overall,Mississippi,All,"Black/African American",All,All,All,All,96456,95586.916667,23185,0.2404
2021,Overall,Missouri,All,"Black/African American",All,All,All,All,36853,37960.083333,10445,0.2834
2021,Overall,Montana,All,"Black/African American",All,All,All,All,326,369.16666667,80,0.2454
2021,Overall,Nebraska,All,"Black/African American",All,All,All,All,4440,4739.75,934,0.2104
2021,Overall,Nevada,All,"Black/African American",All,All,All,All,16469,17542.333333,6901,0.419
2021,Overall,"New Hampshire",All,"Black/African American",All,All,All,All,911,1004.5833333,356,0.3908
2021,Overall,"New Jersey",All,"Black/African American",All,All,All,All,71140,73123.666667,27895,0.3921
2021,Overall,"New Mexico",All,"Black/African American",All,All,All,All,2960,3359.8333333,1294,0.4372
2021,Overall,"New York",All,"Black/African American",All,All,All,All,155745,160480.5,62040,0.3983
2021,Overall,"North Carolina",All,"Black/African American",All,All,All,All,157203,159260.91667,47715,0.3035
2021,Overall,"North Dakota",All,"Black/African American",All,All,All,All,508,582.5,108,0.2126
2021,Overall,Ohio,All,"Black/African American",All,All,All,All,74182,73853.916667,26381,0.3556
2021,Overall,Oklahoma,All,"Black/African American",All,All,All,All,21405,22070,6722,0.314
2021,Overall,Oregon,All,"Black/African American",All,All,All,All,3404,3807,1566,0.46
2021,Overall,Pennsylvania,All,"Black/African American",All,All,All,All,76390,79415.25,31869,0.4172
2021,Overall,"Rhode Island",All,"Black/African American",All,All,All,All,2517,2737.1666667,1116,0.4434
2021,Overall,"South Carolina",All,"Black/African American",All,All,All,All,101792,103160.33333,25009,0.2457
2021,Overall,"South Dakota",All,"Black/African American",All,All,All,All,508,568.58333333,87,0.1713
2021,Overall,Tennessee,All,"Black/African American",All,All,All,All,60499,62554.333333,14082,0.2328
2021,Overall,Texas,All,"Black/African American",All,All,All,All,153295,159736.16667,62182,0.4056
2021,Overall,Utah,All,"Black/African American",All,All,All,All,1076,1172.8333333,324,0.3011
2021,Overall,Vermont,All,"Black/African American",All,All,All,All,422,479.66666667,182,0.4313
2021,Overall,Virginia,All,"Black/African American",All,All,All,All,127956,130971.16667,40784,0.3187
2021,Overall,Washington,All,"Black/African American",All,All,All,All,14435,16326.333333,5575,0.3862
2021,Overall,"West Virginia",All,"Black/African American",All,All,All,All,5254,5547.25,1739,0.331
2021,Overall,Wisconsin,All,"Black/African American",All,All,All,All,15774,16074.25,5520,0.3499
2021,Overall,Wyoming,All,"Black/African American",All,All,All,All,483,549.41666667,122,0.2526
2021,Overall,Alabama,All,Hispanic,All,All,All,All,3938,4259.75,922,0.2341
2021,Overall,Alaska,All,Hispanic,All,All,All,All,2165,2562.9166667,702,0.3242
2021,Overall,Arizona,All,Hispanic,All,All,All,All,47209,53275.833333,18562,0.3932
2021,Overall,Arkansas,All,Hispanic,All,All,All,All,5019,5659.1666667,1207,0.2405
2021,Overall,California,All,Hispanic,All,All,All,All,435428,508667,240459,0.5522
2021,Overall,Colorado,All,Hispanic,All,All,All,All,34685,38697.833333,12035,0.347
2021,Overall,Connecticut,All,Hispanic,All,All,All,All,18248,18153.5,8734,0.4786
2021,Overall,Delaware,All,Hispanic,All,All,All,All,3414,3591.4166667,1667,0.4883
2021,Overall,"District Of Columbia",All,Hispanic,All,All,All,All,2277,2544.75,1248,0.5481
2021,Overall,Florida,All,Hispanic,All,All,All,All,155580,156724.41667,61072,0.3925
2021,Overall,Georgia,All,Hispanic,All,All,All,All,16252,18481.833333,4106,0.2526
2021,Overall,Hawaii,All,Hispanic,All,All,All,All,5583,6274.8333333,2296,0.4112
2021,Overall,Idaho,All,Hispanic,All,All,All,All,6476,7075.9166667,1311,0.2024
2021,Overall,Illinois,All,Hispanic,All,All,All,All,68322,75614.916667,23253,0.3403
2021,Overall,Indiana,All,Hispanic,All,All,All,All,11443,12249.666667,3283,0.2869
2021,Overall,Iowa,All,Hispanic,All,All,All,All,4620,5116.75,952,0.2061
2021,Overall,Kansas,All,Hispanic,All,All,All,All,11074,11954.5,2178,0.1967
2021,Overall,Kentucky,All,Hispanic,All,All,All,All,3380,3563.1666667,912,0.2698
2021,Overall,Louisiana,All,Hispanic,All,All,All,All,7907,8240.9166667,1885,0.2384
2021,Overall,Maine,All,Hispanic,All,All,All,All,948,1049.9166667,351,0.3703
2021,Overall,Maryland,All,Hispanic,All,All,All,All,19725,21329.833333,8283,0.4199
2021,Overall,Massachusetts,All,Hispanic,All,All,All,All,43730,44293.833333,25084,0.5736
2021,Overall,Michigan,All,Hispanic,All,All,All,All,16228,17061.083333,5752,0.3544
2021,Overall,Minnesota,All,Hispanic,All,All,All,All,5464,5947.8333333,2031,0.3717
2021,Overall,Mississippi,All,Hispanic,All,All,All,All,2511,2678.0833333,620,0.2469
2021,Overall,Missouri,All,Hispanic,All,All,All,All,6465,6963.5,1531,0.2368
2021,Overall,Montana,All,Hispanic,All,All,All,All,1844,2004.4166667,421,0.2283
2021,Overall,Nebraska,All,Hispanic,All,All,All,All,5346,5976,1020,0.1908
2021,Overall,Nevada,All,Hispanic,All,All,All,All,22260,25479.5,8016,0.3601
2021,Overall,"New Hampshire",All,Hispanic,All,All,All,All,2240,2381.75,906,0.4045
2021,Overall,"New Jersey",All,Hispanic,All,All,All,All,64296,67137.333333,25509,0.3967
2021,Overall,"New Mexico",All,Hispanic,All,All,All,All,54467,58816.25,23507,0.4316
2021,Overall,"New York",All,Hispanic,All,All,All,All,113768,117492.75,47027,0.4134
2021,Overall,"North Carolina",All,Hispanic,All,All,All,All,17952,19373.75,4972,0.277
2021,Overall,"North Dakota",All,Hispanic,All,All,All,All,705,743.25,138,0.1957
2021,Overall,Ohio,All,Hispanic,All,All,All,All,12258,12368,4092,0.3338
2021,Overall,Oklahoma,All,Hispanic,All,All,All,All,10409,11258.333333,2563,0.2462
2021,Overall,Oregon,All,Hispanic,All,All,All,All,13209,15239.333333,4852,0.3673
2021,Overall,Pennsylvania,All,Hispanic,All,All,All,All,29704,30232.833333,11844,0.3987
2021,Overall,"Rhode Island",All,Hispanic,All,All,All,All,5150,5471,2324,0.4513
2021,Overall,"South Carolina",All,Hispanic,All,All,All,All,6894,7248.9166667,1792,0.2599
2021,Overall,"South Dakota",All,Hispanic,All,All,All,All,905,991.83333333,188,0.2077
2021,Overall,Tennessee,All,Hispanic,All,All,All,All,6083,6831.0833333,1384,0.2275
2021,Overall,Texas,All,Hispanic,All,All,All,All,277931,305326.91667,109657,0.3945
2021,Overall,Utah,All,Hispanic,All,All,All,All,9053,10053.666667,2195,0.2425
2021,Overall,Vermont,All,Hispanic,All,All,All,All,722,767.08333333,325,0.4501
2021,Overall,Virginia,All,Hispanic,All,All,All,All,19249,20942.333333,6638,0.3448
2021,Overall,Washington,All,Hispanic,All,All,All,All,24188,27348.333333,7269,0.3005
2021,Overall,"West Virginia",All,Hispanic,All,All,All,All,1156,1212.1666667,378,0.327
2021,Overall,Wisconsin,All,Hispanic,All,All,All,All,9378,9976.6666667,2723,0.2904
2021,Overall,Wyoming,All,Hispanic,All,All,All,All,3857,4186.9166667,845,0.2191
2021,Overall,Alabama,All,"Non-Hispanic White",All,All,All,All,361917,363793.66667,95961,0.2651
2021,Overall,Alaska,All,"Non-Hispanic White",All,All,All,All,63174,69710.083333,21434,0.3393
2021,Overall,Arizona,All,"Non-Hispanic White",All,All,All,All,524723,542236.58333,205535,0.3917
2021,Overall,Arkansas,All,"Non-Hispanic White",All,All,All,All,328797,334286.58333,90596,0.2755
2021,Overall,California,All,"Non-Hispanic White",All,All,All,All,1653354,1731838.3333,862949,0.5219
2021,Overall,Colorado,All,"Non-Hispanic White",All,All,All,All,349991,364525.66667,111925,0.3198
2021,Overall,Connecticut,All,"Non-Hispanic White",All,All,All,All,242666,242952.33333,93196,0.3841
2021,Overall,Delaware,All,"Non-Hispanic White",All,All,All,All,123003,122898.58333,53494,0.4349
2021,Overall,"District Of Columbia",All,"Non-Hispanic White",All,All,All,All,17387,18055.083333,8108,0.4663
2021,Overall,Florida,All,"Non-Hispanic White",All,All,All,All,1667796,1676457.5833,539807,0.3237
2021,Overall,Georgia,All,"Non-Hispanic White",All,All,All,All,610740,613564.25,168941,0.2766
2021,Overall,Hawaii,All,"Non-Hispanic White",All,All,All,All,32385,35208.25,14146,0.4368
2021,Overall,Idaho,All,"Non-Hispanic White",All,All,All,All,166610,175223.83333,39147,0.235
2021,Overall,Illinois,All,"Non-Hispanic White",All,All,All,All,1026278,1041497.9167,284931,0.2776
2021,Overall,Indiana,All,"Non-Hispanic White",All,All,All,All,608129,613151.25,162926,0.2679
2021,Overall,Iowa,All,"Non-Hispanic White",All,All,All,All,394769,399037.75,78012,0.1976
2021,Overall,Kansas,All,"Non-Hispanic White",All,All,All,All,331178,333886.75,69603,0.2102
2021,Overall,Kentucky,All,"Non-Hispanic White",All,All,All,All,435786,438423.08333,133674,0.3067
2021,Overall,Louisiana,All,"Non-Hispanic White",All,All,All,All,300103,299044.33333,67432,0.2247
2021,Overall,Maine,All,"Non-Hispanic White",All,All,All,All,143655,153327.83333,47194,0.3285
2021,Overall,Maryland,All,"Non-Hispanic White",All,All,All,All,488004,496526.25,201443,0.4128
2021,Overall,Massachusetts,All,"Non-Hispanic White",All,All,All,All,697450,703597.83333,364708,0.5229
2021,Overall,Michigan,All,"Non-Hispanic White",All,All,All,All,728832,743797.41667,252766,0.3468
2021,Overall,Minnesota,All,"Non-Hispanic White",All,All,All,All,375107,387764.08333,126785,0.338
2021,Overall,Mississippi,All,"Non-Hispanic White",All,All,All,All,288622,288520,71631,0.2482
2021,Overall,Missouri,All,"Non-Hispanic White",All,All,All,All,540275,551241.41667,114094,0.2112
2021,Overall,Montana,All,"Non-Hispanic White",All,All,All,All,147793,156331.33333,30141,0.2039
2021,Overall,Nebraska,All,"Non-Hispanic White",All,All,All,All,219122,223093.91667,37868,0.1728
2021,Overall,Nevada,All,"Non-Hispanic White",All,All,All,All,181791,193291.58333,56167,0.309
2021,Overall,"New Hampshire",All,"Non-Hispanic White",All,All,All,All,181405,189407.83333,68763,0.3791
2021,Overall,"New Jersey",All,"Non-Hispanic White",All,All,All,All,681423,686312.91667,270089,0.3964
2021,Overall,"New Mexico",All,"Non-Hispanic White",All,All,All,All,125528,133298.66667,52388,0.4173
2021,Overall,"New York",All,"Non-Hispanic White",All,All,All,All,1223865,1235930.9167,490197,0.4005
2021,Overall,"North Carolina",All,"Non-Hispanic White",All,All,All,All,796950,800915.5,235441,0.2954
2021,Overall,"North Dakota",All,"Non-Hispanic White",All,All,All,All,85978,87999.333333,12830,0.1492
2021,Overall,Ohio,All,"Non-Hispanic White",All,All,All,All,912946,921897.58333,274493,0.3007
2021,Overall,Oklahoma,All,"Non-Hispanic White",All,All,All,All,378921,384392.41667,105101,0.2774
2021,Overall,Oregon,All,"Non-Hispanic White",All,All,All,All,324607,348221.83333,122845,0.3784
2021,Overall,Pennsylvania,All,"Non-Hispanic White",All,All,All,All,1090387,1100475.4167,365134,0.3349
2021,Overall,"Rhode Island",All,"Non-Hispanic White",All,All,All,All,74361,75194.666667,34501,0.464
2021,Overall,"South Carolina",All,"Non-Hispanic White",All,All,All,All,513415,513884.33333,133373,0.2598
2021,Overall,"South Dakota",All,"Non-Hispanic White",All,All,All,All,107663,111233.08333,19064,0.1771
2021,Overall,Tennessee,All,"Non-Hispanic White",All,All,All,All,576430,581784.41667,119740,0.2077
2021,Overall,Texas,All,"Non-Hispanic White",All,All,All,All,1384721,1413241.75,492958,0.356
2021,Overall,Utah,All,"Non-Hispanic White",All,All,All,All,177761,181901.66667,46814,0.2634
2021,Overall,Vermont,All,"Non-Hispanic White",All,All,All,All,100542,104343.33333,38834,0.3862
2021,Overall,Virginia,All,"Non-Hispanic White",All,All,All,All,741435,748347.33333,226102,0.305
2021,Overall,Washington,All,"Non-Hispanic White",All,All,All,All,594488,630410.58333,186004,0.3129
2021,Overall,"West Virginia",All,"Non-Hispanic White",All,All,All,All,208620,214360.58333,65470,0.3138
2021,Overall,Wisconsin,All,"Non-Hispanic White",All,All,All,All,473597,489646.91667,119958,0.2533
2021,Overall,Wyoming,All,"Non-Hispanic White",All,All,All,All,87041,92325,16765,0.1926
2021,Overall,Alabama,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Alaska,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Arizona,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Arkansas,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,California,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Colorado,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Connecticut,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Delaware,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"District Of Columbia",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Florida,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Georgia,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Hawaii,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Idaho,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Illinois,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Indiana,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Iowa,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Kansas,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Kentucky,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Louisiana,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Maine,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Maryland,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Massachusetts,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Michigan,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Minnesota,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Mississippi,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Missouri,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Montana,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Nebraska,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Nevada,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"New Hampshire",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"New Jersey",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"New Mexico",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"New York",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"North Carolina",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"North Dakota",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Ohio,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Oklahoma,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Oregon,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Pennsylvania,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"Rhode Island",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"South Carolina",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,"South Dakota",All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Tennessee,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Texas,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Utah,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Vermont,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Virginia,All,Other/Unknown,All,All,All,All,"","","",""
2021,Overall,Washington,All,Other/Unknown,All,All,All,All,"","","",""
